,,Weight,Weight,Weight,Weight,Weight,Weight,Value,Value,Value,Value,Value,Value,Item_Count,Item_Count,Item_Count,Item_Count,Item_Count,Item_Count
ENDUSE,,"AUTOMOTIVE VEHICLES, PARTS, AND ENGINES","CAPITAL GOODS, EXCEPT AUTOMOTIVE",CONSUMER GOODS,"FOODS, FEEDS, AND BEVERAGES",INDUSTRIAL SUPPLIES AND MATERIALS,OTHER GOODS,"AUTOMOTIVE VEHICLES, PARTS, AND ENGINES","CAPITAL GOODS, EXCEPT AUTOMOTIVE",CONSUMER GOODS,"FOODS, FEEDS, AND BEVERAGES",INDUSTRIAL SUPPLIES AND MATERIALS,OTHER GOODS,"AUTOMOTIVE VEHICLES, PARTS, AND ENGINES","CAPITAL GOODS, EXCEPT AUTOMOTIVE",CONSUMER GOODS,"FOODS, FEEDS, AND BEVERAGES",INDUSTRIAL SUPPLIES AND MATERIALS,OTHER GOODS
Date,District,,,,,,,,,,,,,,,,,,
2020-06,"LOS ANGELES, CA",138516177,399670353,1400736019,459908552,716617224,4033149,1369935443,8493325406,10702187390,988110231,2486397091,355157729,39963,186825,546444,30877,112633,7484
2020-06,LOW VALUE,,,,,,0,,,,,,1351691156,,,,,,221
2020-06,"MIAMI, FL",9258794,22995763,62944376,189329251,187656103,3841673,70371046,699589031,1094375838,502717392,567383066,255863586,3463,16609,64684,23506,13043,5459
2020-06,"MILWAUKEE, WI",8707,1627284,162778,0,391846,789,4323926,27491848,11438016,8052969,18230434,4860040,192,2513,766,12,656,132
2020-06,"MINNEAPOLIS, MN",3029518,14734860,15300441,7570478,24089702,572682,36905940,285543186,170725973,31171195,386495803,21359019,2456,11972,10224,866,7356,810
2020-06,"MOBILE, AL",12588230,17885355,30908884,54260551,61992594,338183,161069903,187582609,163585807,29263801,392233792,13940453,3865,5669,14444,986,4450,242
2020-06,"NEW ORLEANS, LA",14365311,40381000,47037682,43218513,309759556,1029598,307378688,3555848586,1574445222,196847504,1765337587,427396999,14055,123991,75082,1552,40076,18106
2020-06,"NEW YORK CITY, NY",44096852,115023294,392355351,660989501,578741142,6233855,877396648,2730335552,7226357446,1642452786,8679901320,693639426,26925,88644,298181,58139,82881,7971
2020-06,"NOGALES, AZ",89589,836013,15983318,202939,1562601,2330,336826905,574639764,117782867,625084662,125950506,170395787,17605,29645,11986,34718,7069,6291
2020-06,"NORFOLK, VA",17728004,64113934,155667105,74204955,226375920,1384958,90091271,728139435,867705435,193668484,426200740,29882938,4309,20579,47869,5645,17349,707
2020-06,"OGDENSBURG, NY",0,0,0,0,43313,0,96538437,271217640,285932450,222533175,1054264314,112322061,4496,14473,33421,12900,42331,5037
2020-06,"PEMBINA, ND",0,0,0,0,0,0,78445681,214974874,222765523,229430583,473249260,109999579,2890,10220,7859,11366,25369,4048
2020-06,"PHILADELPHIA, PA",5428634,12169428,18223293,415318742,83406302,1884011,214115202,701843262,1577049911,740270318,821076906,47673098,5263,26918,25985,14957,12903,1342
2020-06,"PORT ARTHUR, TX",,115237,0,,16477807,236948,,34455846,59021,,558617771,524400,,48,2,,130,2
2020-06,"PORTLAND, ME",4221,413124,319102,5559635,3828333,5825,24405847,68907932,235749447,466381505,276535751,42817419,3462,1131,2257,10070,10065,709
2020-06,"PROVIDENCE, RI",601659,3847,21506,,0,0,379936163,64645,9759583,,97834000,87563,3973,6,25,,38,2
2020-06,"SAN DIEGO, CA",120983,613138,675519,56027618,427698,0,646695975,1090845364,1060283141,352199945,230002200,152412699,13537,59738,74938,31657,30228,10488
2020-06,"SAN FRANCISCO, CA",15432712,64342223,124054333,234499223,182426793,1499489,322322761,2787919531,879729256,559772218,984245233,143334350,9349,50178,60971,13901,20357,4815
2020-06,"SAN JUAN, PR",1697126,7018386,16803959,85168770,156239716,385974,74097274,86280789,746474214,94796311,723994966,28545473,504,2267,4985,2719,3277,274
2020-06,"SAVANNAH, GA",49143971,140846739,330064607,133944488,389273561,3070503,890371884,2447464034,2931222881,685588039,1252132697,308142371,24733,68328,133545,8370,52034,4146
2020-06,"SEATTLE, WA",14512667,44132359,137068046,91456257,154000993,3670481,297325710,1407718977,1193020833,458719355,1135445393,205877730,6668,27464,64571,22117,48282,6927
2020-06,"ST. ALBANS, VT",0,0,7300,0,0,0,11124290,345632385,45258830,56561586,195993342,33347009,725,4332,6376,3164,16421,1192
2020-06,"ST. LOUIS, MO",11939216,29417858,56448724,19290693,77687762,1875224,50268893,311779435,377454539,52025252,305765332,18525868,3066,13389,24740,2194,13008,763
2020-06,"TAMPA, FL",11407533,24997050,38819299,94463749,201957220,415494,418445568,273756635,434974153,128952602,442024645,29845911,6145,5789,18624,2343,7729,386
2020-06,U.S. VIRGIN ISLANDS,0,21253,32000,0,0,,56148,103150,1307788,296741,12844,,3,6,9,2,6,
2020-06,VESSELS UNDER OWN POWER,,0,,,,,,57750,,,,,,2,,,,
2020-06,"WASHINGTON, DC",0,4107,127207,0,17315,2930,1330232,89685829,393108770,2537840,19952735,20493818,137,2598,1248,133,823,232
2020-06,"WILMINGTON, NC",2605129,22923108,18633068,6026872,41910784,228199,14005680,318412422,881223294,18973669,194230576,13395765,1183,12395,12047,239,7370,504
2020-07,"ANCHORAGE, AK",0,0,4919,1459265,1550036,0,3269528,837241796,95790719,2520218,111662229,103019955,394,18259,6053,64,3110,2006
2020-07,"BALTIMORE, MD",12759938,35997741,60889508,128455596,212777620,948759,1016968086,595741722,287404644,341876581,480704232,33483771,9181,11169,25194,8387,15089,317
2020-07,"BOSTON, MA",3337996,8879996,22837765,24988282,42500286,231525,35492358,528020992,340176700,116485336,401827562,83213556,798,21008,18731,4222,8165,1469
2020-07,"BUFFALO, NY",381036,1756957,917936,2367037,2726299,69152,612909437,523759365,383640949,298945913,850055469,148183015,23205,30363,39711,24984,52057,8909
2020-07,"CHARLESTON, SC",66474086,95167109,112978062,43481160,322784491,1909780,482942764,1109765293,829311590,146812374,819159758,53734759,23174,36502,44234,2639,28388,1244
2020-07,"CHICAGO, IL",29684686,99994008,138044406,90965926,176954780,2067299,417537870,5253196208,7878692169,307472061,2563326653,1340189949,24195,166348,127229,10394,69077,9295
2020-07,"CLEVELAND, OH",35763213,50954205,78826684,27530565,127286492,998628,451386106,3747156736,2624608279,85175004,916183398,377973727,17829,204000,148758,2157,50620,17812
2020-07,"COLUMBIA-SNAKE, OR",4166847,7278675,10362185,5494362,35323357,99158,471274365,134579127,80825971,12996183,113246594,21790023,2446,4434,7081,366,2558,372
2020-07,"DALLAS-FORT WORTH, TX",27590983,37641575,99109808,5118579,55655384,169444,136043648,1563636655,1790843695,17135693,425135267,278945460,8810,44183,59956,844,20021,4684
2020-07,"DETROIT, MI",11983099,10221743,6993415,5699514,48001388,146937,3566092622,1449683891,1208409628,735567330,2207956459,590335288,184494,56354,54688,54887,129162,24578
2020-07,"DULUTH, MN",0,0,6985,0,47406,0,1080099,8883314,48003638,45584618,391793510,3835591,65,420,5233,1199,14152,92
2020-07,"EL PASO, TX",1538251,16770132,4108254,1477571,4784059,3324,1366455210,3424996154,442181970,127423979,280197398,58027465,106031,119260,50526,7052,42530,5703
2020-07,"GREAT FALLS, MT",4523392,17303573,31318184,4192284,29668810,129439,27710130,396743750,234685342,249624256,988580826,201100199,1273,9705,13616,8691,21546,6662
2020-07,"HONOLULU, HI",77938,637013,2440695,5846974,105075627,16719,6317260,134596676,24033883,14416305,126796567,19190626,135,6367,3397,867,1259,997
2020-07,"HOUSTON-GALVESTON, TX",19576282,112412653,163681810,221765704,537074497,5474554,293212619,1601066767,732529968,511068702,2239372767,219858426,9511,29640,50616,11389,34338,2101
2020-07,"LAREDO, TX",1077260,2810633,478755,373316,5811580,0,6971231091,4059156263,1700280566,1554164447,1391657610,191213411,343301,203928,174294,82594,108661,14830
2020-07,"LOS ANGELES, CA",197438050,425806267,1701598256,471274903,803114781,5985758,2057793373,9733078977,12792096686,1093924469,2900641006,305195329,53661,195016,700905,33783,122110,7903
2020-07,LOW VALUE,,,,,,0,,,,,,1477278809,,,,,,225
2020-07,"MIAMI, FL",11735903,22776158,85762022,205946881,230271896,3560587,140577561,1270416686,1322154239,538956743,682036008,245069675,4925,17226,95184,24220,14982,5622
2020-07,"MILWAUKEE, WI",79937,1871279,610241,0,245526,1126,6688223,26601269,12406983,3236801,28327907,6818307,230,2289,737,5,683,118
2020-07,"MINNEAPOLIS, MN",4755511,16460322,15262893,8612071,26026246,447673,55220256,363603872,192713901,30590580,488896487,16942906,3070,12247,10928,989,7477,854
2020-07,"MOBILE, AL",21788271,19959176,48907397,96424737,95154444,171902,184840868,317285422,315161058,29221049,746457922,90600535,4779,6412,29960,1111,5145,386
2020-07,"NEW ORLEANS, LA",19260140,47295861,58631342,37401412,240488595,1668608,409851590,3781021803,1659419214,161736670,1830007700,433422655,16669,129348,90334,1671,42838,19488
2020-07,"NEW YORK CITY, NY",60903777,137605960,552232686,686896119,597814116,6113759,747049863,3182110272,8119841932,1808608832,10611904504,499275420,32553,96105,435439,63951,89382,8475
2020-07,"NOGALES, AZ",36438,761453,20087929,134289,2395726,3347,492027974,647083109,146093534,218281738,128844769,173271981,25209,34587,14622,14145,8147,7405
2020-07,"NORFOLK, VA",24343746,68850022,171152368,85587189,177923145,1944435,108537675,754328537,1029274182,212657496,423702737,25808951,4556,19960,55481,6439,19235,515
2020-07,"OGDENSBURG, NY",0,0,87799,0,0,0,94676715,302705022,329289447,210953965,1774323760,134301131,5142,15197,34743,14720,43366,5337
2020-07,"PEMBINA, ND",0,6547,0,0,2065,0,82275942,182723444,190695261,236976367,525220674,98549054,2871,10763,7853,10643,28355,4193
2020-07,"PHILADELPHIA, PA",11925886,15188568,32299751,434404973,73125636,2690366,364089878,969076784,1642578231,910638857,921548175,64041095,7823,30155,34101,17352,12995,1838
2020-07,"PORT ARTHUR, TX",,0,560,,21045788,,,13664791,384952,,717433262,,,2,4,,163,
2020-07,"PORTLAND, ME",15672,511692,467773,7638034,5687380,5932,23632301,141636145,327441691,354999091,303483525,31853477,3182,1385,2619,9635,9817,595
2020-07,"PROVIDENCE, RI",0,1617,23691,0,20387398,5450,398755634,379388,7821393,405211,97305957,3054999,9002,6,24,1,30,2
2020-07,"SAN DIEGO, CA",4980,227161,791948,54041050,331283,506,1052944675,1223890796,1263588989,316328024,252504141,177440374,17955,67185,90461,30747,34486,11620
2020-07,"SAN FRANCISCO, CA",24328577,68785405,147025516,252186796,229630968,1151238,601387965,2643368197,1138012845,521925226,989523742,150061338,11972,49615,70001,13923,23106,5022
2020-07,"SAN JUAN, PR",2876066,6285849,17552274,80227897,260906360,448484,78281114,86687193,659338820,95506249,653008415,26206420,653,2509,5183,2582,3614,348
2020-07,"SAVANNAH, GA",62628756,152417442,385732408,135166382,400866564,10065041,1155696660,2471602919,3415011246,601949371,1166153926,334910202,25491,69727,161903,8605,52945,5262
2020-07,"SEATTLE, WA",20791197,50396488,188872581,82927908,145999777,2226550,359240966,1372767082,1638116207,528906234,1191376232,218439315,7879,31135,88823,24172,51109,8403
2020-07,"ST. ALBANS, VT",0,0,0,0,0,0,16688872,153726551,54213598,61733246,201117189,17989829,1291,4821,8405,3487,16649,1240
2020-07,"ST. LOUIS, MO",15626158,33235814,64224028,18695195,77552264,2304080,70933021,311635665,434155114,59031429,511267742,34321184,3689,14037,28927,2423,13918,1083
2020-07,"TAMPA, FL",12586199,29143162,45966279,69273278,103092875,460853,784552069,284606705,372642172,136166892,311429904,17977211,12652,6060,21938,2490,7366,420
2020-07,U.S. VIRGIN ISLANDS,0,10809,14365,188536,0,,8894,64681,48478,2302648,29740062,,1,5,4,11,6,
2020-07,VESSELS UNDER OWN POWER,,0,,,,,,140091,,,,,,3,,,,
2020-07,"WASHINGTON, DC",0,3914,111309,12516,7868,1101,1741010,103950153,378099781,1579674,15530388,26479938,251,3368,2146,112,1046,302
2020-07,"WILMINGTON, NC",3499443,23501408,27227572,6403742,41922960,529142,19182211,339590147,217590618,14742797,198866065,392778762,1625,13431,16574,300,7876,548
2020-08,"ANCHORAGE, AK",0,82520,0,1563275,754011,0,3471918,772807892,99081020,2045079,128867041,147194999,360,19489,6762,59,3201,2220
2020-08,"BALTIMORE, MD",12274637,33990334,63206093,104371320,184718336,1102027,1218778910,597515585,309262432,290491625,487667741,30800835,13551,10081,25858,7164,13585,278
2020-08,"BOSTON, MA",2267949,8654339,20326869,22517171,36266346,199831,83276460,439420186,287793947,111925617,383103788,69873284,628,18302,18096,3845,6859,1381
2020-08,"BUFFALO, NY",407187,1374290,1163664,801478,2512249,52272,732296646,518936093,455899823,320292895,994896425,159695968,23252,30642,48293,27508,58123,8924
2020-08,"CHARLESTON, SC",85641589,118623054,135966518,44669492,329059311,1646656,672900071,1208466171,933688399,121780070,812075231,48519512,27993,39173,48797,2620,30651,1346
2020-08,"CHICAGO, IL",37833025,93926991,150593360,118754946,204421531,2511310,500052084,5550363084,7280007934,340341839,2935300348,1124370403,26884,163601,135377,10573,70116,9023
2020-08,"CLEVELAND, OH",41220817,60426977,102748008,20727763,120364503,1009891,452985176,4086633857,2610158982,97234228,893168514,397113048,19924,199330,151222,2429,50891,17080
2020-08,"COLUMBIA-SNAKE, OR",13080834,5646469,12264208,3664170,32062359,336815,805101507,104878970,90391827,10573773,99412239,19574004,2278,4171,8901,281,2627,356
2020-08,"DALLAS-FORT WORTH, TX",28399059,36981058,106313217,6140171,51020484,241787,128279531,1504400881,1716978498,16034138,474738252,310736554,8354,43007,66865,830,20786,4405
2020-08,"DETROIT, MI",12009919,10933976,7486842,22956025,29644364,170552,4115007838,1519712173,1162232605,735906347,2428081734,546313582,207269,57711,57955,57516,143615,24430
2020-08,"DULUTH, MN",0,26536,0,0,17930,0,576236,9829043,74617112,50345218,507318806,1330048,12,432,7391,1348,18275,49
2020-08,"EL PASO, TX",1860970,12698415,4842271,946459,4480250,947,1392886830,3113887454,481518297,131164009,281552874,79999331,108488,116309,51530,6813,41756,5980
2020-08,"GREAT FALLS, MT",2976916,17132365,33362221,4941654,27422964,180660,28398859,368885276,245841194,271076564,1106873976,202717277,1289,9754,15917,9361,22872,6527
2020-08,"HONOLULU, HI",155804,340799,2206167,5046571,64581880,578,8607935,82719057,19241284,13081681,93822107,68725239,165,3674,2677,755,956,315
2020-08,"HOUSTON-GALVESTON, TX",26744944,115748610,177003928,202067138,514702179,3889613,435945744,1506783750,768029300,442206515,2039339299,213981693,13413,27719,57569,11592,33701,2669
2020-08,"LAREDO, TX",1275219,4144221,638295,555444,1704187,16485,7422396254,4254116108,1714739132,1559077477,1436072872,195310959,366192,213965,169308,80838,109595,15375
2020-08,"LOS ANGELES, CA",196900730,401625095,1784474809,483379383,736835505,4852482,1962603221,8251788687,12911262106,1115575515,2827875928,304570054,53922,192097,739409,34641,117814,7813
2020-08,LOW VALUE,,,,,,0,,,,,,1496969879,,,,,,224
2020-08,"MIAMI, FL",17364520,27988065,106581263,253198224,210154550,3821408,125461660,866568796,1342201389,605533940,673724593,450912154,6712,16987,99630,25072,15054,4791
2020-08,"MILWAUKEE, WI",44570,1656147,343379,16185,2118818,17588,8143595,34200540,16253268,2940591,16334216,8495063,240,2272,825,8,611,156
2020-08,"MINNEAPOLIS, MN",4977516,14582410,20007856,8854244,25583904,329696,71885924,359192359,194154699,28278781,436052201,16026349,3685,12048,12690,813,7921,738
2020-08,"MOBILE, AL",24649591,20676393,53585659,55172188,63892676,142672,385851246,317530692,389387666,30939081,548371621,69607303,7454,8636,38750,1110,6550,439
2020-08,"NEW ORLEANS, LA",24281272,45532763,69073221,47883165,177261799,8888010,458516135,3704311348,1923039133,179538346,1524188048,448355568,17019,124293,91149,1746,41728,19361
2020-08,"NEW YORK CITY, NY",78578875,153156764,635097347,790277789,650624884,6379878,1161916205,2931279701,9221309496,2118192248,7242246443,557395077,38159,97362,480738,71020,92994,8705
2020-08,"NOGALES, AZ",37807,8565962,22137616,267939,1799927,4439,290519025,714180605,149041451,184285508,113289329,286943126,15512,33584,16446,12287,8278,6857
2020-08,"NORFOLK, VA",28792730,70776864,190192308,81930373,185055577,1650388,185712800,830479312,1186977701,211986151,432676538,24688254,6333,22225,65804,6576,19842,592
2020-08,"OGDENSBURG, NY",0,0,0,0,12778,0,95371363,265501782,378350143,203347287,1097238014,142412470,5612,14625,39074,16521,45706,5653
2020-08,"PEMBINA, ND",0,0,0,0,0,0,85979267,171394700,259808115,222963042,562884155,113526825,2897,10162,9410,10274,29716,4120
2020-08,"PHILADELPHIA, PA",16333539,14356321,38903681,429374386,78323550,1973685,403019742,886327160,1465686336,826466322,683689401,70848338,12146,30982,38836,16486,12865,1810
2020-08,"PORT ARTHUR, TX",,0,1400,,21050589,,,13256,704548,,548492899,,,1,7,,131,
2020-08,"PORTLAND, ME",3931,210745,406428,4301434,5439870,0,27188529,60975866,105410455,249323716,302514600,44410037,2872,1099,2273,8568,10105,618
2020-08,"PROVIDENCE, RI",2916407,3427,4874,0,1124,0,527229525,114652,837234,2001554,120897679,70100,5814,9,26,1,36,2
2020-08,"SAN DIEGO, CA",781753,2630172,873670,48146673,176601,1211,1014279314,1202541827,1270332493,307986380,242964636,167741506,17665,65145,83882,27986,33240,10521
2020-08,"SAN FRANCISCO, CA",25979647,64791845,143777732,220494739,202836376,1113482,827161066,2537767984,999086186,523307420,1309248436,132947803,15325,47495,72476,14774,22918,4645
2020-08,"SAN JUAN, PR",4167275,8917665,23856913,64530537,183275511,405217,62219188,108202311,1015257629,113233158,576478627,30789756,1092,2670,6702,2919,3963,381
2020-08,"SAVANNAH, GA",80860687,171068612,489096014,165365818,446398237,4484833,1354697435,2862255267,4182651061,681182245,1319520166,266519327,35166,75209,208807,10577,59663,5491
2020-08,"SEATTLE, WA",25185845,53083907,189175937,75216833,131770800,1982604,556953430,1456483666,1601219454,518963806,1289945322,216578626,8111,29431,105620,23951,52150,7528
2020-08,"ST. ALBANS, VT",0,0,0,0,0,0,22840230,187227814,48141009,53674422,190735261,16127553,1263,4414,8338,3504,16975,1140
2020-08,"ST. LOUIS, MO",14468830,32601004,64646644,17683660,78132243,2136218,61332476,324780730,441492071,52113691,422999059,28505634,3488,12715,27668,2122,14720,1153
2020-08,"TAMPA, FL",15904924,28454274,62533699,70873427,143606085,474091,946882717,299129815,443806433,140626472,491968848,38808279,11386,5600,27704,2483,8133,369
2020-08,U.S. VIRGIN ISLANDS,0,114748,36594,295251,85098,0,40870,524399,607181,564295,18737149,21000,7,11,16,16,9,1
2020-08,VESSELS UNDER OWN POWER,,0,0,,,,,15148,56702,,,,,2,1,,,
2020-08,"WASHINGTON, DC",0,5179,196281,6995,2761,184,3993915,107018509,440243799,846117,21286606,28611903,292,3438,2086,100,1143,267
2020-08,"WILMINGTON, NC",5969530,23702414,37686081,6490899,52548947,286830,30201050,315918144,918261286,11627280,206857159,389775827,2256,13753,23153,261,7643,488
2020-09,"ANCHORAGE, AK",0,12040,17149,696340,1007018,21953,6171692,1059508498,89629044,1029676,111908010,46313408,433,21762,7235,34,3441,2255
2020-09,"BALTIMORE, MD",18854649,35057721,69399881,129922008,228032523,801923,1532861920,489841014,310050191,286466828,510427434,20848260,16119,9461,25966,7306,14357,335
2020-09,"BOSTON, MA",2606173,12262848,25278110,38681125,45012871,473792,72367465,518012813,322653906,114867047,377355435,92326860,763,21496,19912,4131,8254,1705
2020-09,"BUFFALO, NY",384833,1555458,917574,426968,1710654,13114,750373957,530016761,439976206,342265417,1016016438,155053612,26953,31555,53782,29637,58550,9063
2020-09,"CHARLESTON, SC",89212625,100296851,151998136,38494361,283845678,2504753,727016039,1173310481,946819968,104176313,838523071,47241531,32445,37135,47972,2406,29766,1177
2020-09,"CHICAGO, IL",40988649,91535910,158289303,88655315,209628874,2424821,545192151,6379446860,7148542316,311801182,2758491832,1780698865,29586,178863,133885,10311,73320,9237
