,,Weight,Weight,Weight,Weight,Weight,Weight,Value,Value,Value,Value,Value,Value,Item_Count,Item_Count,Item_Count,Item_Count,Item_Count,Item_Count
ENDUSE,,"AUTOMOTIVE VEHICLES, PARTS, AND ENGINES","CAPITAL GOODS, EXCEPT AUTOMOTIVE",CONSUMER GOODS,"FOODS, FEEDS, AND BEVERAGES",INDUSTRIAL SUPPLIES AND MATERIALS,OTHER GOODS,"AUTOMOTIVE VEHICLES, PARTS, AND ENGINES","CAPITAL GOODS, EXCEPT AUTOMOTIVE",CONSUMER GOODS,"FOODS, FEEDS, AND BEVERAGES",INDUSTRIAL SUPPLIES AND MATERIALS,OTHER GOODS,"AUTOMOTIVE VEHICLES, PARTS, AND ENGINES","CAPITAL GOODS, EXCEPT AUTOMOTIVE",CONSUMER GOODS,"FOODS, FEEDS, AND BEVERAGES",INDUSTRIAL SUPPLIES AND MATERIALS,OTHER GOODS
Date,District,,,,,,,,,,,,,,,,,,
2020-02,"MINNEAPOLIS, MN",5015618,14636337,19104774,4804729,25950105,834135,64268494,314917624,174789604,21011634,407295990,32343941,3054,11688,12619,674,7616,1404
2020-02,"MOBILE, AL",28083507,21448689,39233518,49713683,81752570,498092,257149671,379311105,426408798,24432413,525879278,19295169,6708,7631,28912,956,5759,472
2020-02,"NEW ORLEANS, LA",24729516,51673542,49904987,39147385,228177714,2545047,483084149,3301954740,1497046316,176805977,1858001047,553385079,18492,118189,78944,1326,42399,23982
2020-02,"NEW YORK CITY, NY",71048357,131489756,486397818,743600461,562035495,24282586,1098310498,2689734245,8075624101,1758243691,3611751555,916769239,38497,91952,480102,60328,84574,11599
2020-02,"NOGALES, AZ",99199,357202,5004026,78450,1345027,8260,532690706,670865152,123023481,560482482,127756848,311489625,27708,33191,13897,49418,7636,7553
2020-02,"NORFOLK, VA",35736218,67909849,147478183,63799264,181933350,2720611,218854075,822659917,901222981,175079891,472342008,26215417,6390,19309,55424,5497,17454,482
2020-02,"OGDENSBURG, NY",26882,0,14296,0,564,0,134678458,281302642,301567747,177050115,965120663,122662506,5380,14906,42292,12815,45150,5181
2020-02,"PEMBINA, ND",0,0,1998,0,0,0,110878500,229947429,210714479,250526400,777665951,143456667,4472,10343,9082,11869,27377,4818
2020-02,"PHILADELPHIA, PA",11579651,13799061,30063084,414337064,92756289,4075278,424483697,662112809,1607676443,967595004,914063838,58924684,10828,28650,39862,16350,15121,1785
2020-02,"PORT ARTHUR, TX",0,294519,848,,27378101,,4000,9425648,88657,,559703199,,1,27,4,,133,
2020-02,"PORTLAND, ME",3024,642828,904504,49739050,5789534,12600,39621195,208082725,167570617,171409397,350827714,43589888,5643,1363,2953,7797,9010,584
2020-02,"PROVIDENCE, RI",0,3968,1799,0,2553456,0,516382435,641319,14261576,4284874,130667659,54983,12958,32,725,5,98,6
2020-02,"SAN DIEGO, CA",441004,664021,799184,53476803,626306,0,1028157646,1035937431,901698848,381710980,223907221,173372513,16346,59079,72982,29137,31272,11443
2020-02,"SAN FRANCISCO, CA",17773682,50143485,87945559,163030049,159670764,1895691,676172571,2407717514,675069729,384878671,1425468968,126198786,11099,52894,63360,10701,16885,5480
2020-02,"SAN JUAN, PR",2708281,5891373,14971974,42837785,149182469,1973505,79640966,89540607,857759653,76853814,535630875,48816388,769,2405,7061,2512,2964,355
2020-02,"SAVANNAH, GA",75248165,145581506,340765456,114592036,372799881,5583891,1415512491,2473566856,3399774855,557147970,1191125010,213459350,32291,68366,167820,7915,52650,5350
2020-02,"SEATTLE, WA",22431024,35026036,120786246,56973339,112589544,2000759,553643902,1299041807,1116299795,317799278,1193971990,215291503,9980,28602,76660,17931,46010,7806
2020-02,"ST. ALBANS, VT",0,0,0,0,0,0,11710534,253673723,46555482,44024964,209674751,15433157,873,6310,6854,2811,16195,1040
2020-02,"ST. LOUIS, MO",12191194,38581886,47505123,11255643,72606767,1864992,55447736,310467228,329795434,36376414,428378871,54582304,3297,12222,24167,1640,11682,2978
2020-02,"TAMPA, FL",12564385,24986203,52980154,74579077,116403618,979242,876510647,331499183,742774412,134389042,395617322,71699118,13001,6165,30039,2381,7012,751
2020-02,U.S. VIRGIN ISLANDS,48451,12154,53743,1147673,125377,121786,143670,70558,2414852,3748227,49969435,181865,19,9,141,83,22,5
2020-02,VESSELS UNDER OWN POWER,,0,,,,0,,68817,,,,15000,,6,,,,1
2020-02,"WASHINGTON, DC",0,10497,388371,14674,5787,4824,5794970,171821886,770934931,3425729,71653005,29749796,435,8303,3819,328,2320,585
2020-02,"WILMINGTON, NC",5066881,30863529,39844034,3813372,48913808,602067,30643401,381812338,398293569,12421779,225387643,25988750,2144,16670,29611,293,9467,1183
2020-03,"ANCHORAGE, AK",10244,626010,0,1228357,4705863,0,6665987,1213152284,61905504,1546543,74706470,84106247,640,22683,6005,39,3496,2402
2020-03,"BALTIMORE, MD",19167234,34845622,50173661,101310490,241083854,932827,1347507174,761529879,339494655,269316468,677174863,14031230,7175,11393,25598,7234,14497,271
2020-03,"BOSTON, MA",2828017,13823694,17958668,74819444,49418928,581535,60964677,656342083,454799249,121200281,394544933,142237041,669,22781,16385,4139,7949,1807
2020-03,"BUFFALO, NY",464213,999170,275756,4565807,1331806,18228,573837832,565955818,392229494,325029028,988826789,175531828,22218,34265,43255,27504,56956,9536
2020-03,"CHARLESTON, SC",98044521,79083601,81887020,39409631,285404410,2905330,594417684,1056489207,656888368,116983348,1057002121,60308565,31171,34117,35692,2517,29920,1554
2020-03,"CHICAGO, IL",41713761,86762052,84068053,75746553,194325907,2912096,549380590,5154142667,6669191405,286719023,3127145924,1347742647,29393,172211,91678,9142,69286,9367
2020-03,"CLEVELAND, OH",36260552,45735386,54288128,18896542,133082340,1905867,506031997,4034938984,2494924290,77825209,893887911,486076845,17672,189521,115832,2244,50995,19446
2020-03,"COLUMBIA-SNAKE, OR",6258329,3921590,5462112,5075882,37519710,190792,780259843,141821137,46983184,11035988,164774476,23287256,2160,5208,5283,349,2940,535
2020-03,"DALLAS-FORT WORTH, TX",22781212,24888303,39269619,5564510,37793293,500480,115933235,1341455634,1404890178,21105184,402404511,317813267,6938,41078,35969,1069,16637,5173
2020-03,"DETROIT, MI",18052724,9364830,4873569,4092280,33016489,201739,3638432460,1688152259,1475905577,684241989,2580541300,541821878,187721,64935,59163,52392,142324,22313
2020-03,"DULUTH, MN",0,14690,53372,0,0,0,357458,6763216,60253798,62806624,719995784,3146816,18,337,6362,1897,18773,66
2020-03,"EL PASO, TX",2173630,4894512,3027342,1112734,7429990,57180,1322867683,2968733313,443839878,156159337,317495161,54375822,91153,114882,56508,5830,49239,5586
2020-03,"GREAT FALLS, MT",1815255,9850978,12619287,3908772,20217386,377264,52515288,323646053,110173356,288288734,1020278895,176466524,1944,10005,10398,10018,23939,5760
2020-03,"HONOLULU, HI",214375,570393,1358750,4782048,101247652,3456,19001856,59964093,13101211,13597805,206193771,40570261,187,1866,2989,850,1010,261
2020-03,"HOUSTON-GALVESTON, TX",15465806,118924711,91874906,216428460,524105117,11462940,461598052,1770513809,457120321,452897216,3078388125,182002804,12891,28522,32497,12789,33801,2393
2020-03,"LAREDO, TX",1588681,2709310,341561,1005229,2582778,95515,6975435035,4536197451,1646808806,1885769532,1462326581,262598981,329119,211258,171421,94790,114013,16561
2020-03,"LOS ANGELES, CA",169933741,296932929,718222734,476565692,537279671,6572400,2494566753,6290915425,6024422496,1058641427,2393822904,284414303,54815,143801,430341,33496,78867,7638
2020-03,LOW VALUE,,,,,,0,,,,,,1462425121,,,,,,221
2020-03,"MIAMI, FL",10612356,23600805,79332689,290397449,182840475,10270816,148684576,690195745,1213334443,627289714,618292496,382872779,6788,19862,90319,28431,14339,6979
2020-03,"MILWAUKEE, WI",44925,1847328,261381,14676000,154455,22879,2359629,27705320,17937873,1974967,5758150,5427469,209,2467,871,8,505,158
2020-03,"MINNEAPOLIS, MN",3875061,11551191,9718460,5551419,25149871,735322,50297301,322692992,119172353,35209695,444665802,25134427,2696,11672,7853,1118,6696,910
2020-03,"MOBILE, AL",32881736,12836630,29683870,65000082,73258393,242638,256685473,390915368,369706185,30943125,632545669,26126127,6594,6901,24203,1084,6127,481
2020-03,"NEW ORLEANS, LA",30033434,48463457,37137557,42060372,462376754,1621762,457848353,3444867987,1607047119,201750186,2106704581,546948022,19303,127999,73108,1780,45677,23646
2020-03,"NEW YORK CITY, NY",75390970,129257787,344923411,751252376,568170032,20976362,1280864228,3110097642,6558731167,1868055654,6782615711,1535701656,43925,92426,347556,67976,82942,10348
2020-03,"NOGALES, AZ",62541,824839,6877364,38299,1287314,17308,493403995,1044848514,116224011,594907903,170300313,263555348,24900,35799,13576,51183,8598,7176
2020-03,"NORFOLK, VA",41036787,76169513,116581031,98763999,222668604,3004893,240725737,918132529,731041621,212210047,498724681,42643283,8231,19830,40093,7081,18091,862
2020-03,"OGDENSBURG, NY",0,1190,0,0,0,0,110825154,294084808,358528733,210402642,1430507903,95555759,5346,15528,38340,15067,50121,5250
2020-03,"PEMBINA, ND",520,19746,0,0,0,0,102549487,269424473,271949602,281768014,772525836,142591817,4219,11913,9185,13368,28843,4797
2020-03,"PHILADELPHIA, PA",11350306,15959565,21859552,451276263,112006156,4524703,325356764,697697245,2446548452,1014415479,1072157514,58515135,12055,31449,36309,17561,15941,1776
2020-03,"PORT ARTHUR, TX",,0,1428,,19574524,,,61928321,17962,,422519954,,,17,4,,152,
2020-03,"PORTLAND, ME",8441,839663,1056355,48301358,10829939,6909,36954554,145222465,223720558,157417391,306594614,22022650,5328,1218,3007,8021,10036,740
2020-03,"PROVIDENCE, RI",2013264,1592,1836,,13390000,0,780784422,817571,2759958,,107490100,2347,13474,26,275,,65,1
2020-03,"SAN DIEGO, CA",8174,931773,751736,59800814,575893,21980,891369163,1189870647,832829603,463863392,242357055,166892230,16037,62982,71413,33420,33894,10650
2020-03,"SAN FRANCISCO, CA",17222991,58682647,68322462,203681227,196517524,9422979,764508902,2864583626,587555316,538010187,1324075464,172536268,13934,55348,43206,14196,17816,5714
2020-03,"SAN JUAN, PR",2541428,4830015,14996910,54945287,229959505,649549,46864942,72700325,861257591,92357177,762344054,34292766,772,2194,5967,2786,2768,326
2020-03,"SAVANNAH, GA",106907166,142980825,234579263,127936041,420046802,7326588,1780405793,2949689397,3003192177,806998192,1282476693,308797214,31450,67808,129072,9253,49658,5653
2020-03,"SEATTLE, WA",28787946,44143913,127808473,92968848,149128282,2738904,599038439,1656916591,1149795114,415243705,1299185345,216886304,11505,30577,77653,19974,50769,7847
2020-03,"ST. ALBANS, VT",0,0,0,0,0,4869,11894805,484699018,46988451,53672402,223706179,15694093,807,6516,6087,3500,17437,1043
2020-03,"ST. LOUIS, MO",10029318,32443146,23917098,19433738,74704515,2235922,53787122,316027340,221166967,44444293,429353851,44653940,3211,11535,14561,1859,10959,3217
2020-03,"TAMPA, FL",11751620,20109872,38975625,96756322,75947652,398537,1058365741,285496677,374490750,122175250,442859769,78660293,16823,5138,26152,2545,6650,693
2020-03,U.S. VIRGIN ISLANDS,48451,6190,53743,1147673,125377,121786,143670,46783,2412174,3748227,49969435,181865,19,6,142,83,22,5
2020-03,VESSELS UNDER OWN POWER,,0,,,,,,79016,,,,,,1,,,,
2020-03,"WASHINGTON, DC",0,5531,465729,21816,40648,0,4836544,159181182,503538845,3082975,32128018,27801973,287,6930,3064,291,2059,451
2020-03,"WILMINGTON, NC",2822609,18815470,24577330,4529269,49906128,902923,24209673,309758925,1284271895,14758519,216454826,20942002,1694,14304,27286,303,7963,820
2020-04,"ANCHORAGE, AK",0,519415,0,72720,3217402,0,3123000,726504005,61221730,1172929,81539188,105545765,275,18243,5467,19,3013,1776
2020-04,"BALTIMORE, MD",8725972,34312881,55076768,114336003,260610274,689132,633414786,559343749,478710599,327005534,723626295,27045425,7155,10905,22667,7777,14475,192
2020-04,"BOSTON, MA",3547167,11361095,17767989,21586529,34481816,1815024,99215687,483885626,196940484,109462319,320666687,128243314,652,15412,10688,3845,6820,1420
2020-04,"BUFFALO, NY",769291,1465196,580200,3368975,2005430,20647,51259192,406288689,393410813,283134144,674265457,139544513,3340,26429,26065,22703,43407,6421
2020-04,"CHARLESTON, SC",69020185,81693418,104281669,43714783,313748671,3405347,421834005,986569125,807860937,110763399,1034041206,45757233,23036,34680,42059,2312,32416,673
2020-04,"CHICAGO, IL",57457011,102539939,124099089,116751932,204783139,5406275,483483639,5224702994,7786262781,305594385,2770084095,1890528507,25497,165799,99157,9907,71747,7973
2020-04,"CLEVELAND, OH",37619256,47086536,69818661,16464931,150975711,2046280,367618704,3598775617,2238115814,85971639,1044122675,352248341,11987,186598,105007,2047,48892,14883
2020-04,"COLUMBIA-SNAKE, OR",8170464,5801487,8854197,5483338,26493537,171528,580603984,97333819,50497583,9942479,153634170,4903960,1208,3893,4964,318,2378,304
2020-04,"DALLAS-FORT WORTH, TX",23627201,38741891,65113992,4982133,46745342,535659,112372996,1432359043,958527897,19084761,324608328,348739372,6867,40089,35855,939,17107,3915
2020-04,"DETROIT, MI",16462049,9537211,5498287,5786130,52458642,165577,714140550,1133936705,1366686982,608916848,1962974556,266094446,35556,45257,41755,45291,100092,10546
2020-04,"DULUTH, MN",0,0,0,0,0,0,348527,8223800,56576487,67994377,473154750,2876387,9,403,6000,2077,16954,56
2020-04,"EL PASO, TX",1795415,7229366,3168459,1771530,6323433,17357,138348016,2331542788,221031897,131018352,252615540,52116541,9449,70535,33255,4660,27319,3600
2020-04,"GREAT FALLS, MT",2101904,12489444,19276795,4005255,27470404,408958,27035009,288744779,137039148,197236742,739382524,118876499,1206,8802,11830,7634,23159,3129
2020-04,"HONOLULU, HI",261768,555796,2318469,7469415,110818162,13525,14247671,179410023,27153832,19195226,91590882,21598126,266,6040,2678,999,1267,713
2020-04,"HOUSTON-GALVESTON, TX",20496754,125671242,136960000,186876028,555467311,9453758,260227440,1540551393,585873318,423467658,2463300073,179442170,10004,29398,40097,11140,34284,1714
2020-04,"LAREDO, TX",1735627,2659757,474838,698997,29948273,104683,1021506222,2920382226,1120538362,1598552788,1214060383,192709702,46357,148730,124690,79981,85778,10873
2020-04,"LOS ANGELES, CA",198888622,377974718,1085463724,499342743,663254129,7567444,1953512065,7316816867,7655844288,1097472231,2577645195,240792081,56847,170671,502183,33999,101318,6132
2020-04,LOW VALUE,,,,,,0,,,,,,1172469468,,,,,,217
2020-04,"MIAMI, FL",8548339,19182998,50156596,260943204,184661495,9978998,62681225,491581133,672932385,527687942,502236431,229110614,4474,13877,51332,22112,12026,4530
2020-04,"MILWAUKEE, WI",29423,1767249,325724,24435000,190894,44388,2340602,36197243,8637699,2162523,13495870,3716790,144,2071,867,3,537,84
2020-04,"MINNEAPOLIS, MN",4567005,14783937,16350096,5791591,26419049,625018,42751762,271540481,140411108,35615632,321363886,14321191,3266,12630,10058,948,7738,740
2020-04,"MOBILE, AL",24655508,14798203,29338066,55545970,70752058,302755,136601172,274598699,144228464,26304605,752678509,5699900,4412,5010,12676,978,5312,337
2020-04,"NEW ORLEANS, LA",23845951,52516938,49369861,60879364,275946658,5446940,254406583,3369410752,1314815593,176704728,1910072721,380332482,14833,120054,62051,1512,37873,16695
2020-04,"NEW YORK CITY, NY",67669828,128186497,393395325,771948445,663218320,20262376,899473470,2567664763,4900270104,1793966553,13857497368,740210097,37269,80790,195067,63612,80580,6041
2020-04,"NOGALES, AZ",227650,1346452,8166273,159452,1119772,42639,25024873,701417893,60017212,442790276,135672134,86817876,1539,19739,7541,41575,5882,5254
2020-04,"NORFOLK, VA",32630957,72504481,132502986,84447968,225230940,2847123,225414736,890988091,756608593,220067767,470529304,36904869,7246,20343,42705,6624,18647,623
2020-04,"OGDENSBURG, NY",0,0,0,0,17657,0,33418244,196547566,252000280,181982225,1023533846,73444134,1595,10480,16560,12029,35603,3264
2020-04,"PEMBINA, ND",0,47213,2678,0,0,0,30434601,197377725,157092528,223471808,522468065,90061908,1971,10015,7472,11104,25249,3784
2020-04,"PHILADELPHIA, PA",7364551,14250209,23899618,410059708,98976191,4378446,309138343,716250015,1280810437,803972161,796163706,78331284,7713,25405,21435,15154,12953,1396
2020-04,"PORT ARTHUR, TX",,556023,1116,,22960147,,,47908873,333102,,356192138,,,32,6,,168,
2020-04,"PORTLAND, ME",14084,486326,814598,6702625,3070976,0,16959712,26888259,420362365,124743683,248632928,11495344,2515,937,2220,6317,8222,410
2020-04,"PROVIDENCE, RI",0,6260,3435,,0,0,353749667,3102928,123389,,17847374,89820,5885,10,12,,14,7
2020-04,"SAN DIEGO, CA",2245500,565443,882315,56500312,972616,0,503159977,775894045,478000100,405137808,181904915,126090473,7666,39676,34701,29772,23366,7697
2020-04,"SAN FRANCISCO, CA",20803541,70389039,101129222,220251716,195382886,2843996,711664330,2451482655,686219257,520230895,1085593646,157638165,11409,48176,51545,14006,19349,4603
2020-04,"SAN JUAN, PR",2286861,4832159,13000136,87897708,304486518,430182,40309795,75790104,1005159164,91316159,239876644,17135552,705,1864,3136,2466,2280,188
2020-04,"SAVANNAH, GA",87019213,156823892,309618141,121239889,427644920,6661243,1219922000,2434506806,3202845077,826407460,1218915113,192919014,29969,68741,133709,8113,51564,3472
2020-04,"SEATTLE, WA",21431305,50087700,134634212,93631883,147611273,2763850,334619111,1297302661,1065362153,446865847,1112682007,132497649,7149,26678,72535,20769,43576,5229
2020-04,"ST. ALBANS, VT",0,0,0,0,0,0,7889551,165722333,28884698,46997428,178021695,11484259,691,4189,2814,3018,12115,690
2020-04,"ST. LOUIS, MO",14120596,33369403,46575739,19432736,86226690,1912890,58157607,328351080,303650181,46204320,360543023,30804162,3753,12581,21874,1986,12589,1641
2020-04,"TAMPA, FL",16295773,19691001,35704833,85344006,136630942,790410,628680750,281994587,534192589,169983243,465485863,16238179,8352,4390,16496,2679,6616,394
2020-04,U.S. VIRGIN ISLANDS,48451,6190,53743,1147673,125377,121786,143670,44758,2401503,3748227,49969435,181865,19,4,139,83,22,5
2020-04,VESSELS UNDER OWN POWER,,0,,,,,,59603,,,,,,3,,,,
2020-04,"WASHINGTON, DC",0,2855,518495,0,8263,0,1659956,86442433,454502456,681989,20177414,10047566,96,2984,1000,56,866,199
2020-04,"WILMINGTON, NC",5461118,23868162,21353631,6550101,57317722,1068661,24315704,259750411,185552903,11401997,239503656,381926916,1814,11914,14062,340,7426,481
2020-05,"ANCHORAGE, AK",0,436155,100,269638,1981005,0,3778258,893745222,91691050,1768094,86982092,184090585,267,18856,7038,36,3206,1912
2020-05,"BALTIMORE, MD",12680183,33171368,44858237,111986441,253235810,955566,586597924,557426814,479341448,270980199,666218040,54537146,6648,9906,14572,7760,16458,267
2020-05,"BOSTON, MA",3311432,8784099,24396952,26817274,41711584,612166,51349484,391327629,217091308,118882493,311750341,95908132,734,14310,11986,4469,7253,1200
2020-05,"BUFFALO, NY",377674,1704384,1023974,5008589,1316280,67282,114927661,452156121,322381560,291716573,760442034,138226270,5227,27200,31285,22469,44612,7166
2020-05,"CHARLESTON, SC",42074098,82392477,95047971,47668481,304455076,4287557,254206650,1077082333,630651182,138637672,920191753,38692141,14657,32055,37294,2515,26902,1264
2020-05,"CHICAGO, IL",30449840,98472400,121424930,80653047,207381518,2597580,369212201,5618479878,7767752139,281451332,1999808409,1058870425,21085,155858,95332,9319,66068,7215
2020-05,"CLEVELAND, OH",21574331,47591610,74472045,16293341,136969572,2196777,282817086,3626708023,2392310085,79056180,941389124,363916959,10906,186487,120417,2000,47475,14602
2020-05,"COLUMBIA-SNAKE, OR",6990587,6250508,10042728,3701293,23529877,114694,352855092,118266362,62367796,11230424,133428821,10845898,2469,3497,5918,326,2320,268
2020-05,"DALLAS-FORT WORTH, TX",25335736,38947767,73088163,6740150,50519866,317696,102557572,1547989855,1096714950,19297015,287583884,225641674,6919,40916,38270,815,14949,3479
2020-05,"DETROIT, MI",7367523,8231757,8059346,4557735,88305095,322768,780811160,1292845376,1187053813,710508561,1985375970,368486863,43269,47075,48403,50768,101586,14189
2020-05,"DULUTH, MN",0,0,51040,0,17930,0,439840,10345272,45057270,49759448,375005646,3438425,28,556,4848,1418,14459,78
2020-05,"EL PASO, TX",1439017,8177301,3332678,2179236,4690329,101836,179256993,1867816787,192786493,124017559,169627520,42299708,14849,64821,27603,5824,21315,3119
2020-05,"GREAT FALLS, MT",2042588,15302413,20979843,4195671,26806916,225108,33079135,290595538,163648296,291112327,622451719,118372356,1425,8832,10172,8980,21100,4080
2020-05,"HONOLULU, HI",95402,372489,2410326,4616174,19021310,40499,8907557,226879689,26399400,12564675,63222561,36492177,204,7721,2674,704,1698,1388
2020-05,"HOUSTON-GALVESTON, TX",14597202,116532973,113535190,210557883,535441147,7440981,238609297,1441224644,505010551,418638515,2182374595,156142715,8237,25445,29453,10904,33160,1495
2020-05,"LAREDO, TX",1412710,4655447,631309,185807,2837595,329,968036862,3034863685,1172292676,1472319461,1128009452,164935995,53229,152244,121352,78732,79686,10385
2020-05,"LOS ANGELES, CA",110495104,351539026,1049513407,458942530,615602994,7766505,1079642013,7528532708,8427110741,946406327,2743430474,246612659,33541,167111,439048,30134,97400,6184
2020-05,LOW VALUE,,,,,,0,,,,,,1194942734,,,,,,219
2020-05,"MIAMI, FL",8090127,22104038,51041104,211542785,187239305,6280911,50424282,471255265,767259565,518768450,499857635,221548621,3345,14971,51569,23091,12785,5589
2020-05,"MILWAUKEE, WI",46161,1915600,356989,23220619,193187,1715,4423058,55691910,14169952,3802106,23516287,4874448,201,2386,953,9,714,141
2020-05,"MINNEAPOLIS, MN",3023625,14038968,19295855,7604640,28035566,768544,41154939,274632509,178480702,31253317,293804330,19958288,2485,12031,10666,898,8238,772
2020-05,"MOBILE, AL",19954599,19852076,40947546,95344455,67053255,173450,121702050,185346271,222421146,27885548,514787822,5413336,4515,6719,18757,878,5814,264
2020-05,"NEW ORLEANS, LA",19936601,75679058,49666619,47233440,233628612,2046036,284762697,3506116143,1393761546,190717917,2093735647,391924722,13145,123670,75650,1816,39203,16237
2020-05,"NEW YORK CITY, NY",46569463,127668621,372309190,713085769,587463103,26596835,702199234,2495229639,4716248992,1596938764,16687502604,911371874,25105,82433,209271,59354,80346,5962
2020-05,"NOGALES, AZ",193306,1154574,8674190,150350,1049277,33679,56213388,859532955,83729043,568780397,173912723,93991357,2954,24702,9534,46388,6148,6244
2020-05,"NORFOLK, VA",25008557,70230026,124491373,79251160,173900798,3207104,111847521,700076061,677556354,205290097,443404953,25961336,4695,19121,39105,6169,17087,578
2020-05,"OGDENSBURG, NY",0,0,0,0,12778,0,38116330,246482485,326290134,205702171,1218189619,80034453,1900,12414,23867,11778,36799,3830
2020-05,"PEMBINA, ND",0,0,0,0,1886,0,40849507,183203522,201651741,242209616,489882465,90872327,2066,9916,6961,11003,25822,3459
2020-05,"PHILADELPHIA, PA",3854774,11043342,16871258,351835192,105900601,3031981,292912343,610463677,1100913142,643732636,684062795,47915202,5047,25072,20676,12678,12168,1315
2020-05,"PORT ARTHUR, TX",,0,0,,3845828,,,31939524,329187,,464533639,,,52,5,,189,
2020-05,"PORTLAND, ME",74242,689023,636821,8625338,3093963,385189,15266585,52744695,407606999,325820316,231807169,32528469,2432,1222,2155,8598,9636,590
2020-05,"PROVIDENCE, RI",0,7248,12215,,1522,43094,93027568,202695,3863930,,34082094,6047456,507,9,35,,22,5
2020-05,"SAN DIEGO, CA",282787,843918,451763,57182184,458234,353,314251190,812088063,716484306,392682427,177155322,126053598,7837,45424,47693,29595,23457,8120
2020-05,"SAN FRANCISCO, CA",10693386,58466807,96164646,209888299,195440744,13365730,327187263,2508493940,721495993,509193014,954144593,147242592,7642,45297,48605,13524,19242,3975
2020-05,"SAN JUAN, PR",1897100,5299035,16428740,64906375,263602997,739020,32914947,65878615,706305506,83048529,399862764,9230619,641,1948,4401,2577,2415,208
2020-05,"SAVANNAH, GA",57034136,143453339,289822758,132484329,373584195,4287845,826387751,2479935661,2674506861,947330963,1140258267,180995168,24325,67653,115383,7993,50603,3637
2020-05,"SEATTLE, WA",19383955,51732952,151276437,90157854,151697675,4216488,368867122,1076692311,1165888252,436474543,1014183641,130825939,6844,27015,64768,21908,46057,5464
2020-05,"ST. ALBANS, VT",0,0,0,0,0,0,7890146,168197078,38874111,59513287,176396114,18018518,625,4192,4708,2981,13725,1035
2020-05,"ST. LOUIS, MO",12725209,31875172,55086402,21407231,78439522,2274535,55424532,305963233,344175438,48079175,373887757,20791392,3446,13529,23073,2181,13033,714
2020-05,"TAMPA, FL",14960188,23528170,42674972,67288234,147246761,447881,347531175,229208861,424332024,122490354,403829488,32184877,5378,5421,20775,2524,7915,376
2020-05,U.S. VIRGIN ISLANDS,48451,6190,53743,1147673,125377,121786,143670,44758,2400942,3748227,49969435,181865,19,4,138,83,22,5
2020-05,VESSELS UNDER OWN POWER,,0,,,,,,3008000,,,,,,2,,,,
2020-05,"WASHINGTON, DC",301,53659,163978,10615,7086,3265,1633667,74102527,492907731,2707440,29070179,11524141,118,2206,1083,137,1147,184
2020-05,"WILMINGTON, NC",2593153,28636407,20387117,5622867,87835350,676175,17465296,288160066,542116398,10131641,265101238,14452411,1180,12942,11003,307,7379,327
2020-06,"ANCHORAGE, AK",0,1280,20126,21400,1895201,564850,5267679,1128474041,84745310,1385354,93009534,157581889,341,21388,6624,30,3535,2380
2020-06,"BALTIMORE, MD",13041454,29519938,43949536,107544087,208882136,889158,710283842,507013519,394975188,310799745,519637211,28373594,8271,8693,14323,7848,14277,284
2020-06,"BOSTON, MA",2604163,8258210,17886238,18617388,33127693,121940,24760327,441261358,236595184,90837101,375182064,91537369,642,18049,14467,3688,7054,1687
2020-06,"BUFFALO, NY",333122,1933965,807116,1232152,2803217,79371,589954580,503147704,339217277,296429405,783879413,147432850,21149,29591,36195,24860,50993,8319
2020-06,"CHARLESTON, SC",40482693,88059688,88092254,48608444,249514176,1926701,312447152,1095646897,658505138,144776798,756985666,51945811,16352,32629,36819,2487,24684,1512
2020-06,"CHICAGO, IL",23541754,80160018,109713876,87129733,176802485,1905538,314185348,5657106030,7342091713,285550164,2214867576,581338732,19471,157699,99423,9664,67292,8505
2020-06,"CLEVELAND, OH",18018586,45437575,76095961,19089693,155710853,789328,261064817,3693433916,2522057619,74515130,871865252,395020135,11475,198291,128721,2104,47137,16648
2020-06,"COLUMBIA-SNAKE, OR",4279754,7514473,9721077,5403628,33871677,79715,244136098,158746415,65381028,11682027,103315845,10715608,633,4435,6155,324,2783,253
2020-06,"DALLAS-FORT WORTH, TX",24430144,42152730,76537364,5119365,46006601,106906,121107349,1521746458,1524438936,16551050,335325894,289109463,7204,43366,46206,839,16248,4329
2020-06,"DETROIT, MI",5366104,10545397,5442739,5742615,26720535,125622,3460163322,1313679399,1310220242,739000335,2056707570,472078315,172298,53739,54830,54788,121678,22119
2020-06,"DULUTH, MN",0,0,13275,0,0,0,581272,7748221,31596908,47099986,348540552,4629184,15,477,3287,1309,13286,81
2020-06,"EL PASO, TX",930136,7338825,3073620,1518235,3560107,28065,1085169005,3249324741,354166706,134059640,255704257,53114086,80799,105679,43058,6829,39340,4854
2020-06,"GREAT FALLS, MT",1873546,14263226,34039810,4489991,24833148,233986,62338933,336160329,178308958,297762196,695708773,172346518,2447,8682,11117,9091,20239,5797
2020-06,"HONOLULU, HI",92390,370725,1962798,3824798,65016927,2584,6458830,171000581,22101279,9343551,50546965,25699504,169,6941,3595,556,1452,1395
2020-06,"HOUSTON-GALVESTON, TX",12989151,93717711,125750527,187356556,510555968,2892877,290030432,1342227951,525634964,340687819,2278972717,177205798,7429,24912,32310,9738,30562,1881
2020-06,"LAREDO, TX",812878,2701764,259387,108077,3676715,23171,5844944097,3987399642,1538596566,1537770173,1277551315,210452069,282734,188404,157064,82008,100164,14629
